result_id,test_id,test_cas,molecularweight,conc1_mean,conc1_unit,conc1_remove,conc1_unit_type,conc1_mean2,conc1_unit2,conc1_mean3,conc1_unit3,conc1_mean4,conc1_unit4,conc1_mean2_manual,conc1_unit2_manual,conc1_mean4_manual,conc1_unit4_manual,chck_mean2,chck_mean2_fuzzy,chck_unit2,chck_mean4,chck_unit4
1053903,434092,16752775,162.21118,300,g/feddan,FALSE,mass/area,0.0714285714285714,g/m2,0.0714285714285714,g/m2,0.0714285714285714,g/m2,0.07142856,g/m2,0.07142856,g/m2,FALSE,TRUE,TRUE,FALSE,TRUE
1055246,416205,2921882,350.6,8,oz/305 m,FALSE,mass/length,0.743594049180328,g/m,0.743594049180328,g/m,0.743594049180328,g/m,0.7435940488,g/m,0.7435940488,g/m,FALSE,TRUE,TRUE,FALSE,TRUE
1055420,467623,1912249,215.68,0.58,AI mg/g wet wt fd,FALSE,mass/mass,0.00058,g/g,0.00058,g/g,0.00058,g/g,0.00058,g/g,0.00058,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1055789,427137,60515,229.3,1,ml/50 kg seed,FALSE,volume/mass,2e-08,l/g,2e-08,l/g,2e-08,l/g,2e-08,l/g,2e-08,l/g,TRUE,TRUE,TRUE,TRUE,TRUE
1055998,463911,7446095,64.07,141,nmol/mol,FALSE,mol/mol,1.41e-07,mol/mol,1.41e-07,mol/mol,1.41e-07,mol/mol,1.41e-07,mol/mol,1.41e-07,mol/mol,TRUE,TRUE,TRUE,TRUE,TRUE
1056251,473332,7761888,169.873,0.50,u-atoms/egg,TRUE,noscience/noscience,0.5,unit/egg,0.5,unit/egg,0.5,unit/egg,0.5,unit/egg,0.5,unit/egg,TRUE,TRUE,TRUE,TRUE,TRUE
1057759,495847,64175,46.07,4,AI g/kg bdwt,FALSE,mass/mass,0.004,g/g,0.004,g/g,0.004,g/g,0.004,g/g,0.004,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1058279,546853,88824,499.81,20,g/acre,FALSE,mass/area,0.0049420873845065,g/m2,0.0049420873845065,g/m2,0.0049420873845065,g/m2,0.004942087860933,g/m2,0.004942087860933,g/m2,FALSE,TRUE,TRUE,FALSE,TRUE
1058571,486490,52918635,505.2,0.1,pmol/org,TRUE,mol/noscience,1e-13,mol/organism,1e-13,mol/organism,1e-13,mol/organism,1e-13,mol/organism,1e-13,mol/organism,TRUE,TRUE,TRUE,TRUE,TRUE
1058979,491046,64175,46.07,200,umol/kg egg,FALSE,mol/mass,2e-07,mol/g,2e-07,mol/g,9.214e-06,g/g,2e-07,mol/g,9.214e-06,g/g,TRUE,TRUE,TRUE,FALSE,FALSE
1058991,401270,1912249,215.68,0.01,% wght,FALSE,fraction,1e+05,ppb,1e+05,ppb,1e+05,ppb,,,,,,TRUE,,,
1059003,434022,51218452,283.79,5.0,AI kg/ha,FALSE,mass/area,0.5,g/m2,0.5,g/m2,0.5,g/m2,0.5,g/m2,0.5,g/m2,TRUE,TRUE,TRUE,TRUE,TRUE
1059531,464868,2921882,350.6,3,mg/kg seed,FALSE,mass/mass,3e-06,g/g,3e-06,g/g,3e-06,g/g,3e-06,g/g,3e-06,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1059557,468967,52686,257.43,1.5,kg/100 m2,FALSE,mass/area,15,g/m2,15,g/m2,15,g/m2,15,g/m2,15,g/m2,TRUE,TRUE,TRUE,TRUE,TRUE
1059707,518923,33089611,293.4,100,AI g/kg,FALSE,mass/mass,0.1,g/g,0.1,g/g,0.1,g/g,0.1,g/g,0.1,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1059880,573587,141517217,408.3711,0.045,g/200 ml,FALSE,mass/volume,0.225,g/l,0.225,g/l,0.225,g/l,0.225,g/l,0.225,g/l,TRUE,TRUE,TRUE,TRUE,TRUE
1060368,477828,1596845,160.17,600,mg/3 L soil,FALSE,mass/volume,0.2,g/l,0.2,g/l,0.2,g/l,0.2,g/l,0.2,g/l,FALSE,TRUE,TRUE,FALSE,TRUE
1060789,430301,149575,144.21,3.5,mmol/kg/d,FALSE,mol/mass/time,1.45833333333333e-07,mol/g/h,2.8e-05,mol/g,0.00403788,g/g,1.45833333333333e-07,mol/g/h,1.45833333333333e-07,mol/g/h,FALSE,TRUE,TRUE,FALSE,TRUE
1061057,590846,30560191,183.17,200,mg/2.5 cm dia,FALSE,mass/length,8,g/m,8,g/m,8,g/m,,,,,,TRUE,,,
1061556,434672,62737,220.97,88.4,umol/kg bdwt,FALSE,mol/mass,8.84e-08,mol/g,8.84e-08,mol/g,1.9533748e-05,g/g,8.84e-08,mol/g,1.9533748e-05,g/g,TRUE,TRUE,TRUE,FALSE,FALSE
1062163,508701,7758987,159.61,0.25,g/kg soil,FALSE,mass/mass,0.00025,g/g,0.00025,g/g,0.00025,g/g,0.00025,g/g,0.00025,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1062389,573454,22248799,365.96062,5,ml/929 cm2,FALSE,volume/area,0.053821313240043,l/m2,0.053821313240043,l/m2,0.053821313240043,l/m2,0.053821313240043,l/m2,0.053821313240043,l/m2,TRUE,TRUE,TRUE,TRUE,TRUE
1062470,460603,1912249,215.68,200,mg/org/wk,TRUE,mass/noscience/time,0.00119047619047619,g/organism/h,3,g/organism,3,g/organism,0.001190476190476,g/organism/h,0.001190476190476,g/organism/h,FALSE,TRUE,TRUE,FALSE,TRUE
1062763,573537,39515418,349.4,6.90,ng/org,TRUE,mass/noscience,6.9e-09,g/organism,6.9e-09,g/organism,6.9e-09,g/organism,6.9e-09,g/organism,6.9e-09,g/organism,TRUE,TRUE,TRUE,TRUE,TRUE
1062796,560806,8018017,541.1,75,g/16 L,FALSE,mass/volume,4.6875,g/l,4.6875,g/l,4.6875,g/l,4.6875,g/l,4.6875,g/l,TRUE,TRUE,TRUE,TRUE,TRUE
1062842,402248,26628228,65.01,400,ug/2.5 ul/h,FALSE,mass/volume/time,160,g/l/h,99840,g/l,99840,g/l,160,g/l/h,,,TRUE,TRUE,TRUE,,
1064155,520643,10588019,261.97,1600,ppm/eu,TRUE,fraction/noscience,1600000,ppb/eu,1600000,ppb/eu,1600000,ppb/eu,1600000,ppb/eu,1600000,ppb/eu,TRUE,TRUE,TRUE,TRUE,TRUE
1064261,413457,121755,330.4,0.47,L/1000 bu,FALSE,volume/volume,1.29231933375714e-05,l/l,1.29231933375714e-05,l/l,1.29231933375714e-05,l/l,,,,,,TRUE,,,
1064472,427927,115297,406.9,20.0,AI mg/2 L fd,FALSE,mass/volume,0.01,g/l,0.01,g/l,0.01,g/l,0.01,g/l,0.01,g/l,TRUE,TRUE,TRUE,TRUE,TRUE
1064569,449060,7487947,271.5,0.00000324,mol/kg bdwt,FALSE,mol/mass,3.24e-09,mol/g,3.24e-09,mol/g,8.7966e-07,g/g,3.24e-09,mol/g,8.7966e-07,g/g,TRUE,TRUE,TRUE,FALSE,FALSE
1064872,558718,7803512,33.998,50.8,g d/m3,FALSE,mass/volume,50.8,g/m3,50.8,g/m3,50.8,g/m3,,,,,,TRUE,,,
1065075,438073,7720787,151.91,300,umol/kg org,FALSE,mol/mass,3e-07,mol/g,3e-07,mol/g,4.5573e-05,g/g,3e-07,mol/g,4.5573e-05,g/g,TRUE,TRUE,TRUE,FALSE,FALSE
1065556,527529,101213,213.66,0.36,AI %/ha,FALSE,fraction/area,360,ppb/m2,360,ppb/m2,360,ppb/m2,,,,,,TRUE,,,
1065818,581435,67970,384.63766,80000,IU/kg,TRUE,noscience/mass,80,iunit/g,80,iunit/g,80,iunit/g,80,iunit/g,80,iunit/g,TRUE,TRUE,TRUE,TRUE,TRUE
1065969,575119,87392129,283.794,2,mg/kg soil,FALSE,mass/mass,2e-06,g/g,2e-06,g/g,2e-06,g/g,2e-06,g/g,2e-06,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1066114,539222,68085858,449.8,5.0,ppm/d/kg bdwt,FALSE,fraction/time/mass,0.208333333333334,ppb/h/g,0.208333333333334,ppb/h/g,0.208333333333334,ppb/h/g,0.208333333333334,ppb/h/g,0.208333333333334,ppb/h/g,FALSE,TRUE,TRUE,FALSE,TRUE
1067100,419552,2921882,350.6,181.6,g/305 m,FALSE,mass/length,0.595409836065573,g/m,0.595409836065573,g/m,0.595409836065573,g/m,0.5954098360656,g/m,0.5954098360656,g/m,FALSE,TRUE,TRUE,FALSE,TRUE
1067240,466615,115322,370.5,1,Tbsp/gal,TRUE,noscience/volume,0.264172052358148,tablespoon/l,0.264172052358148,tablespoon/l,0.264172052358148,tablespoon/l,0.264172052358148,tablespoon/l,0.264172052358148,tablespoon/l,TRUE,TRUE,TRUE,TRUE,TRUE
1068299,556226,29232937,305.34,8,AI oz/100 gal,FALSE,mass/volume,0.599132136584483,g/l,0.599132136584483,g/l,0.599132136584483,g/l,0.599128,g/l,0.599128,g/l,FALSE,TRUE,TRUE,FALSE,TRUE
1068518,482804,2921882,350.6,500,cm3/0.7 ha,FALSE,volume/area,7.14285714285715e-08,m3/m2,7.14285714285715e-08,m3/m2,7.14285714285715e-08,m3/m2,7.14285714285715e-08,m3/m2,7.14285714285715e-08,m3/m2,TRUE,TRUE,TRUE,TRUE,TRUE
1069013,435218,672288516,,0.05,AI g/cm of dbh,FALSE,mass/length,5,g/m,5,g/m,5,g/m,5,g/m,5,g/m,TRUE,TRUE,TRUE,TRUE,TRUE
1069785,437957,1912249,215.68,20,ug/ml H2O,FALSE,mass/volume,0.02,g/l,0.02,g/l,0.02,g/l,0.02,g/l,0.02,g/l,TRUE,TRUE,TRUE,TRUE,TRUE
1071533,420874,2008391,266.12,111,ae mg/org,TRUE,mass/noscience,0.111,g/organism,0.111,g/organism,0.111,g/organism,0.111,g/organism,0.111,g/organism,TRUE,TRUE,TRUE,TRUE,TRUE
1072683,535113,52918635,505.2,1,tsp/mound,TRUE,noscience/noscience,1,teaspoon/mound,1,teaspoon/mound,1,teaspoon/mound,1,teaspoon/mound,1,teaspoon/mound,TRUE,TRUE,TRUE,TRUE,TRUE
1073104,474853,40843252,327.2,10,umol/org,TRUE,mol/noscience,1e-05,mol/organism,1e-05,mol/organism,1e-05,mol/organism,1e-05,mol/organism,1e-05,mol/organism,TRUE,TRUE,TRUE,TRUE,TRUE
1073253,548487,7758987,159.61,10,ml/kg bdwt,FALSE,volume/mass,1e-05,l/g,1e-05,l/g,1e-05,l/g,1e-05,l/g,1e-05,l/g,TRUE,TRUE,TRUE,TRUE,TRUE
1073269,430103,138261413,255.66,15.8,AI mg/0.1 m2,FALSE,mass/area,0.158,g/m2,0.158,g/m2,0.158,g/m2,0.158,g/m2,0.158,g/m2,TRUE,TRUE,TRUE,TRUE,TRUE
1074593,407590,54115,162.23,20,ug/mi,FALSE,mass/time,0.0011999976000048,g/h,3e-04,g,3e-04,g,0.001199997600005,g/h,0.02,ug/mi,FALSE,TRUE,TRUE,FALSE,FALSE
1075529,483533,2921882,350.6,38.0,ml/3.78 L,FALSE,volume/volume,0.0100529100529101,l/l,0.0100529100529101,l/l,0.0100529100529101,l/l,0.01005291005291,l/l,0.01005291005291,l/l,FALSE,TRUE,TRUE,FALSE,TRUE
1075902,533189,170157138,,210,ug/d,FALSE,mass/time,8.75000000000001e-06,g/h,0.00294,g,0.00294,g,8.75e-06,g/h,8.75e-06,g/h,FALSE,TRUE,TRUE,FALSE,TRUE
1076693,553415,83121180,381.1,3,AI fl oz/acre,FALSE,volume/area,2.19232454292487e-05,l/m2,2.19232454292487e-05,l/m2,2.19232454292487e-05,l/m2,2.1062976e-05,l/m2,2.1062976e-05,l/m2,FALSE,TRUE,TRUE,FALSE,TRUE
1077665,473240,7647010,36.46,0.23,AI mol/kg,FALSE,mol/mass,0.00023,mol/g,0.00023,mol/g,0.0083858,g/g,0.00023,mol/g,0.0083858,g/g,TRUE,TRUE,TRUE,FALSE,FALSE
1078048,593257,2032657,225.31,1,granules,TRUE,noscience,1,granule,1,granule,1,granule,1,granules,1,granules,TRUE,TRUE,FALSE,TRUE,FALSE
1078161,451610,3810740,1457.4,2417,units/g diet,TRUE,noscience/mass,2417,unit/g,2417,unit/g,2417,unit/g,,,,,,TRUE,,,
1079070,448388,50215,90.08,341,mmol/d,FALSE,mol/time,0.0142083333333333,mol/h,7.16100000000001,mol,7.16100000000001,mol,0.014208333333333,mol/h,0.014208333333333,mol/h,FALSE,TRUE,TRUE,FALSE,TRUE
1080375,534157,82657043,422.86749,6.37,AI mg/L,FALSE,mass/volume,0.00637,g/l,0.00637,g/l,0.00637,g/l,0.00637,g/l,0.00637,g/l,TRUE,TRUE,TRUE,TRUE,TRUE
1080981,414613,121755,330.4,227,AI g/378 L,FALSE,mass/volume,0.600529100529102,g/l,0.600529100529102,g/l,0.600529100529102,g/l,0.600529100529102,g/l,0.600529100529102,g/l,FALSE,TRUE,TRUE,FALSE,TRUE
1082210,474303,57636,296.4,6,ng/g egg,FALSE,mass/mass,6e-09,g/g,6e-09,g/g,6e-09,g/g,6e-09,g/g,6e-09,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1082318,496105,7664417,17.031,100,ug/m3,FALSE,mass/volume,1e-04,g/m3,1e-04,g/m3,1e-04,g/m3,1e-04,g/m3,1e-04,g/m3,TRUE,TRUE,TRUE,TRUE,TRUE
1082696,440531,54115,162.23,75,ug/h,FALSE,mass/time,7.5e-05,g/h,0.0126,g,0.0126,g,7.5e-05,g/h,7.5e-05,g/h,TRUE,TRUE,TRUE,TRUE,TRUE
1083844,429866,2921882,350.6,0.01,AI g/25 ml/m,FALSE,mass/volume/length,0.4,g/l/m,0.4,g/l/m,0.4,g/l/m,,,,,,TRUE,,,
1084095,560862,133062,300.6,2,g/300 g seed,FALSE,mass/mass,0.00666666666666666,g/g,0.00666666666666666,g/g,0.00666666666666666,g/g,0.006666666666667,g/g,0.006666666666667,g/g,FALSE,TRUE,TRUE,FALSE,TRUE
1084319,414771,12427382,265.3,20.0,AI mg/org,TRUE,mass/noscience,0.02,g/organism,0.02,g/organism,0.02,g/organism,0.02,g/organism,0.02,g/organism,TRUE,TRUE,TRUE,TRUE,TRUE
1085217,445815,40716663,,50,ug/mg,FALSE,mass/mass,0.05,g/g,0.05,g/g,0.05,g/g,0.05,g/g,0.05,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1086328,590824,10265926,141.13,0.70,g/cm,FALSE,mass/length,70,g/m,70,g/m,70,g/m,70,g/m,70,g/m,TRUE,TRUE,TRUE,TRUE,TRUE
1086479,430285,149575,144.21,3.13,mmol/kg bdwt,FALSE,mol/mass,3.13e-06,mol/g,3.13e-06,mol/g,0.0004513773,g/g,3.13e-06,mol/g,0.0004513773,g/g,TRUE,TRUE,TRUE,FALSE,FALSE
1086727,493392,280572807,,10,ml/L/1000 ft2,FALSE,volume/volume/area,0.000107642626480086,l/l/m2,0.000107642626480086,l/l/m2,0.000107642626480086,l/l/m2,0.00010764262648,l/l/m2,0.00010764262648,l/l/m2,FALSE,TRUE,TRUE,FALSE,TRUE
1087897,496994,64175,46.07,30,AI mg/d,FALSE,mass/time,0.00125,g/h,0.24,g,0.24,g,,,,,,TRUE,,,
1088736,438376,11141176,720.71426,25,pg/cell,TRUE,mass/noscience,2.5e-11,g/cell,2.5e-11,g/cell,2.5e-11,g/cell,2.5e-05,ug/cell,2.5e-05,ug/cell,FALSE,TRUE,FALSE,FALSE,FALSE
1088846,590850,10265926,141.13,25,AI ml/100 L,FALSE,volume/volume,0.00025,l/l,0.00025,l/l,0.00025,l/l,0.00025,l/l,0.00025,l/l,TRUE,TRUE,TRUE,TRUE,TRUE
1089439,467304,121755,330.4,0.87,mg/bee,TRUE,mass/noscience,0.00087,g/bee,0.00087,g/bee,0.00087,g/bee,0.87,mg/bee,0.87,mg/bee,FALSE,TRUE,FALSE,FALSE,FALSE
1090102,400663,158319176,,1,gal/100 gal,FALSE,volume/volume,0.01,l/l,0.01,l/l,0.01,l/l,0.01,l/l,0.01,l/l,TRUE,TRUE,TRUE,TRUE,TRUE
1090153,418228,129000,202.25,1,mg/10g bdwt,FALSE,mass/mass,1e-04,g/g,1e-04,g/g,1e-04,g/g,1e-04,g/g,1e-04,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1090247,446127,156627,80.102,0.75,tons/ha,FALSE,mass/area,75,g/m2,75,g/m2,75,g/m2,68.0388555,g/m2,68.0388555,g/m2,FALSE,TRUE,TRUE,FALSE,TRUE
1090417,505018,63252,201.22,454,g/1600 org,TRUE,mass/noscience,0.28375,g/organism,0.28375,g/organism,0.28375,g/organism,0.28375,g/organism,0.28375,g/organism,TRUE,TRUE,TRUE,TRUE,TRUE
1090631,563504,298022,260.4,0.5,lb/cwt sd,FALSE,mass/mass,0.00499991181657849,g/g,0.00499991181657849,g/g,0.00499991181657849,g/g,,,,,,TRUE,,,
1090876,460382,8002059,,2.48,ml/kg org/d,FALSE,volume/mass/time,1.03333333333333e-07,l/g/h,2.48e-05,l/g,2.48e-05,l/g,1.03333333333333e-07,l/g/h,1.03333333333333e-07,l/g/h,FALSE,TRUE,TRUE,FALSE,TRUE
1091703,462755,950378,302.3,1.68,AI kg/1122 L/ha,FALSE,mass/volume/area,0.000149732620320856,g/l/m2,0.000149732620320856,g/l/m2,0.000149732620320856,g/l/m2,,,,,,TRUE,,,
1092319,558665,7803512,33.998,30,g/1000 ft3,FALSE,mass/volume,1.05944997595049,g/m3,1.05944997595049,g/m3,1.05944997595049,g/m3,1.05944997595049,g/m3,1.05944997595049,g/m3,FALSE,TRUE,TRUE,FALSE,TRUE
1092622,589834,74839,94.94,21,mg h/L,FALSE,mass/volume,0.021,g/l,0.021,g/l,0.021,g/l,,,,,,TRUE,,,
1092770,438626,7733020,161.4,1.0,mg/100g,FALSE,mass/mass,1e-05,g/g,1e-05,g/g,1e-05,g/g,1e-05,g/g,1e-05,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1092807,447829,333415,304.35,6.0,mg/10 L,FALSE,mass/volume,6e-04,g/l,6e-04,g/l,6e-04,g/l,6e-04,g/l,6e-04,g/l,TRUE,TRUE,TRUE,TRUE,TRUE
1093461,588526,30560191,183.17,0.093,g/cm dbh,FALSE,mass/length,9.3,g/m,9.3,g/m,9.3,g/m,9.3,g/m,9.3,g/m,TRUE,TRUE,TRUE,TRUE,TRUE
1093700,415460,133062,300.6,100,ai g/kg sd,FALSE,mass/mass,0.1,g/g,0.1,g/g,0.1,g/g,0.1,g/g,0.1,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1093782,409109,121755,330.4,50,cc/org,TRUE,noscience/noscience,50,cocoon/organism,50,cocoon/organism,50,cocoon/organism,,,,,,TRUE,,,
1094257,486365,52918635,505.2,2.5,ul/eu,TRUE,volume/noscience,2.5e-06,l/eu,2.5e-06,l/eu,2.5e-06,l/eu,0.0025,ml/eu,0.0025,ml/eu,FALSE,TRUE,FALSE,FALSE,FALSE
1094464,423097,38641940,228.18,5000,AI ug/g food,FALSE,mass/mass,0.005,g/g,0.005,g/g,0.005,g/g,0.005,g/g,0.005,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1094529,408105,54115,162.23,500,ug %,FALSE,mass,5e-04,g,5e-04,g,5e-04,g,500,ug %,500,ug %,FALSE,TRUE,FALSE,FALSE,FALSE
1095026,411243,121755,330.4,3,ml/quintal,FALSE,volume/mass,3e-08,l/g,3e-08,l/g,3e-08,l/g,,,,,,TRUE,,,
1095324,414614,121755,330.4,237,AI ml/378 L,FALSE,volume/volume,0.000626984126984128,l/l,0.000626984126984128,l/l,0.000626984126984128,l/l,0.000626984126984,l/l,0.000626984126984,l/l,FALSE,TRUE,TRUE,FALSE,TRUE
1096029,547362,10605217,191.1867,1.5,g/kg sd,FALSE,mass/mass,0.0015,g/g,0.0015,g/g,0.0015,g/g,0.0015,g/g,0.0015,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1096071,551085,122349,201.66,0.5,mg/50 cm2,FALSE,mass/area,0.1,g/m2,0.1,g/m2,0.1,g/m2,0.1,g/m2,0.1,g/m2,TRUE,TRUE,TRUE,TRUE,TRUE
1097508,532424,17804352,290.32,10,AI mg/kg dry soil,FALSE,mass/mass,1e-05,g/g,1e-05,g/g,1e-05,g/g,1e-05,g/g,1e-05,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1097659,480878,1582098,335.28,0.75,AI L/ha,FALSE,volume/area,7.5e-05,l/m2,7.5e-05,l/m2,7.5e-05,l/m2,7.5e-05,l/m2,7.5e-05,l/m2,TRUE,TRUE,TRUE,TRUE,TRUE
1098157,542465,52645531,391.2871,0.00658,AI ug/cm2 diet,FALSE,mass/area,6.58e-05,g/m2,6.58e-05,g/m2,6.58e-05,g/m2,,,,,,TRUE,,,
1099037,406181,7681110,166.003,0.05,% w/w,FALSE,fraction,5e+05,ppb,5e+05,ppb,5e+05,ppb,,,,,,TRUE,,,
1099348,442749,138261413,255.66,0.15,AI g/2.5 cm dbh,FALSE,mass/length,6,g/m,6,g/m,6,g/m,6,g/m,6,g/m,TRUE,TRUE,TRUE,TRUE,TRUE
1100102,432179,30560191,183.17,500,AI g/100 kg sd,FALSE,mass/mass,0.005,g/g,0.005,g/g,0.005,g/g,0.005,g/g,0.005,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1100273,410184,116063,190.27,5,AI g/100 m,FALSE,mass/length,0.05,g/m,0.05,g/m,0.05,g/m,0.05,g/m,0.05,g/m,TRUE,TRUE,TRUE,TRUE,TRUE
1100419,450811,3810740,1457.4,8.00,g/500 g diet,FALSE,mass/mass,0.016,g/g,0.016,g/g,0.016,g/g,0.016,g/g,0.016,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1100986,532025,7631892,163.925,1,mg/L H2O,FALSE,mass/volume,0.001,g/l,0.001,g/l,0.001,g/l,0.001,g/l,0.001,g/l,TRUE,TRUE,TRUE,TRUE,TRUE
1102021,525920,637070,242.7,0.25,% w/w diet,FALSE,fraction,2500000,ppb,2500000,ppb,2500000,ppb,,,,,,TRUE,,,
1102064,442418,298022,260.4,5,AI kg/ha soil,FALSE,mass/area,0.5,g/m2,0.5,g/m2,0.5,g/m2,0.5,g/m2,0.5,g/m2,TRUE,TRUE,TRUE,TRUE,TRUE
1102492,578367,67970,384.63766,7500000,IU/d,TRUE,noscience/time,312500,iunit/h,67500000.0000001,iunit,67500000.0000001,iunit,312500,iunit/h,312500,iunit/h,FALSE,TRUE,TRUE,FALSE,TRUE
1102809,407214,333415,304.35,0.9,AI kg/0.4 ha,FALSE,mass/area,0.225,g/m2,0.225,g/m2,0.225,g/m2,0.225,g/m2,0.225,g/m2,TRUE,TRUE,TRUE,TRUE,TRUE
1103489,447539,52645531,391.2871,0.5,ul/d,FALSE,volume/time,2.08333333333334e-08,l/h,7.50000000000001e-06,l,7.50000000000001e-06,l,2.08333333333334e-08,l/h,2.08333333333334e-08,l/h,FALSE,TRUE,TRUE,FALSE,TRUE
1104342,485880,2921882,350.6,0.12,AI kg/100 L,FALSE,mass/volume,1.2,g/l,1.2,g/l,1.2,g/l,,,,,,TRUE,,,
1105582,419353,2921882,350.6,250,AI g/10kg sd,FALSE,mass/mass,0.025,g/g,0.025,g/g,0.025,g/g,0.025,g/g,0.025,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1105666,444402,3810740,1457.4,0.1,mg/10 g soil,FALSE,mass/mass,1e-05,g/g,1e-05,g/g,1e-05,g/g,1e-05,g/g,1e-05,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1107819,553685,8018017,541.1,30,g/10 L,FALSE,mass/volume,3,g/l,3,g/l,3,g/l,3,g/l,3,g/l,TRUE,TRUE,TRUE,TRUE,TRUE
1108116,477687,10043353,61.84,3.6,kg/9.3 m2,FALSE,mass/area,387.096774193548,g/m2,387.096774193548,g/m2,387.096774193548,g/m2,387.096774193548,g/m2,387.096774193548,g/m2,TRUE,TRUE,TRUE,TRUE,TRUE
1109094,589086,74884,141.939,2.4,mol/1000 ft3,FALSE,mol/volume,0.0847559980760388,mol/m3,0.0847559980760388,mol/m3,0.0847559980760388,mol/m3,0.084755998076039,mol/m3,0.084755998076039,mol/m3,FALSE,TRUE,TRUE,FALSE,TRUE
1109301,483711,7664417,17.031,55,uM/kg/mi,FALSE,mol/volume/mass/time,3.2999934000132e-06,mol/l/g/h,9.9e-06,mol/l/g,9.9e-06,mol/l/g,,,,,,TRUE,,,
1109320,530721,21564170,238.4,3.0,ml/kg sd,FALSE,volume/mass,3e-06,l/g,3e-06,l/g,3e-06,l/g,3e-06,l/g,3e-06,l/g,TRUE,TRUE,TRUE,TRUE,TRUE
1109575,407202,116063,190.27,13.5,AI mL/eu,TRUE,volume/noscience,0.0135,l/eu,0.0135,l/eu,0.0135,l/eu,13.5,ml/eu,13.5,ml/eu,FALSE,TRUE,FALSE,FALSE,FALSE
1109601,405401,11141176,720.71426,0.05,AI ug/g org,FALSE,mass/mass,5e-08,g/g,5e-08,g/g,5e-08,g/g,5e-08,g/g,5e-08,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1109737,434199,116063,190.27,14,mg/20 cm3,FALSE,mass/volume,700,g/m3,700,g/m3,700,g/m3,,,,,,TRUE,,,
1110015,409014,121755,330.4,320,ug,FALSE,mass,0.00032,g,0.00032,g,0.00032,g,0.00032,g,0.00032,g,TRUE,TRUE,TRUE,TRUE,TRUE
1110129,446536,7681494,41.98817,0.9,mg/kg/min,FALSE,mass/mass/time,5.3999892000216e-05,g/g/h,3.582e-05,g/g,3.582e-05,g/g,5.3999892000216e-05,g/g/h,5.3999892000216e-05,g/g/h,TRUE,TRUE,TRUE,TRUE,TRUE
1110414,417782,2921882,350.6,3.4,AI g/305 m,FALSE,mass/length,0.0111475409836065,g/m,0.0111475409836065,g/m,0.0111475409836065,g/m,0.0111475409836,g/m,0.0111475409836,g/m,FALSE,TRUE,TRUE,FALSE,TRUE
1110919,574715,28772567,527.405,400,g/0.4 ha,FALSE,mass/area,0.1,g/m2,0.1,g/m2,0.1,g/m2,,,,,,TRUE,,,
1110926,578341,67970,384.63766,54000,IU/kg diet,TRUE,noscience/mass,54,iunit/g,54,iunit/g,54,iunit/g,54,iunit/g,54,iunit/g,TRUE,TRUE,TRUE,TRUE,TRUE
1111439,589985,74839,94.94,45,kg/500 m2,FALSE,mass/area,90,g/m2,90,g/m2,90,g/m2,,,,,,TRUE,,,
1111509,571366,64175,46.07,5.202,g/org/d,TRUE,mass/noscience/time,0.21675,g/organism/h,436.968,g/organism,436.968,g/organism,0.21675,g/organism/h,0.21675,g/organism/h,FALSE,TRUE,TRUE,FALSE,TRUE
1111677,466563,115297,406.9,1.96,mg,FALSE,mass,0.00196,g,0.00196,g,0.00196,g,0.00196,g,0.00196,g,TRUE,TRUE,TRUE,TRUE,TRUE
1111803,475862,35367385,310.68,0.0006,l/l,FALSE,volume/volume,6e-04,l/l,6e-04,l/l,6e-04,l/l,6e-04,l/l,6e-04,l/l,TRUE,TRUE,TRUE,TRUE,TRUE
1112781,537989,64186,46.02538,15,ml/eu,TRUE,volume/noscience,0.015,l/eu,0.015,l/eu,0.015,l/eu,15,ml/eu,15,ml/eu,FALSE,TRUE,FALSE,FALSE,FALSE
1112827,408164,333415,304.35,640,AI ug/g soil,FALSE,mass/mass,0.00064,g/g,0.00064,g/g,0.00064,g/g,0.00064,g/g,0.00064,g/g,TRUE,TRUE,TRUE,TRUE,TRUE
1113542,413859,8018017,541.1,5,g/50 org,TRUE,mass/noscience,0.1,g/organism,0.1,g/organism,0.1,g/organism,0.1,g/organism,0.1,g/organism,TRUE,TRUE,TRUE,TRUE,TRUE
1114018,408506,116063,190.27,10,ppb H2O,FALSE,fraction,10,ppb,10,ppb,10,ppb,,,,,,TRUE,,,
