no_tests;norman_ecotox_group;endpoint;duration;unit;convert;value
25;Algae;MATC;14;d;no;
3;Algae;MATC;24;d;no;
4;Algae;MATC;24;h;no;
3;Algae;MATC;28;d;no;
13;Algae;MATC;35;d;no;
7;Algae;MATC;48;h;no;
134;Algae;MATC;6;h;no;
5;Algae;MATC;72;h;no;
31;Algae;MATC;96;h;no;
14;Algae;MATC;NR;d;no;
1;Algae;MATC/;14;d;no;
3;Algae;MATC/;21;d;no;
32;Algae;MATC/;96;h;no;
9;Algae;NOEC;0;mi;no;
2;Algae;NOEC;1;mi;no;
57;Algae;NOEC;10;d;yes;chronic
2;Algae;NOEC;10;h;no;
5;Algae;NOEC;100;mi;no;
6;Algae;NOEC;108;h;yes;chronic
1;Algae;NOEC;109;d;no;
8;Algae;NOEC;11;d;yes;chronic
37;Algae;NOEC;12;d;yes;chronic
77;Algae;NOEC;12;h;no;
1;Algae;NOEC;120;d;no;
141;Algae;NOEC;120;h;yes;chronic
52;Algae;NOEC;120;mi;no;
4;Algae;NOEC;126;d;no;
14;Algae;NOEC;13;d;yes;chronic
1;Algae;NOEC;138;d;no;
73;Algae;NOEC;14;d;yes;chronic
4;Algae;NOEC;140;mi;no;
38;Algae;NOEC;15;d;no;
9;Algae;NOEC;15;h;no;
1;Algae;NOEC;152;d;no;
1;Algae;NOEC;154;d;no;
2;Algae;NOEC;16;d;no;
6;Algae;NOEC;16;h;no;
2;Algae;NOEC;166;d;no;
2;Algae;NOEC;173;d;no;
18;Algae;NOEC;18;d;no;
32;Algae;NOEC;180;mi;no;
4;Algae;NOEC;19;d;no;
24;Algae;NOEC;20;d;no;
2;Algae;NOEC;20;h;no;
49;Algae;NOEC;20;mi;no;
59;Algae;NOEC;21;d;no;
2;Algae;NOEC;22;d;no;
4;Algae;NOEC;23;d;no;
5;Algae;NOEC;24;d;no;
306;Algae;NOEC;24;h;no;
24;Algae;NOEC;240;mi;no;
2;Algae;NOEC;24.33333333;h;no;
1;Algae;NOEC;25;d;no;
2;Algae;NOEC;25;h;no;
5;Algae;NOEC;26;d;no;
9;Algae;NOEC;27;d;no;
8;Algae;NOEC;270;mi;no;
58;Algae;NOEC;28;d;no;
1;Algae;NOEC;28;h;no;
19;Algae;NOEC;29;d;no;
13;Algae;NOEC;30;d;no;
4;Algae;NOEC;30;h;no;
30;Algae;NOEC;30;mi;no;
2;Algae;NOEC;32;d;no;
17;Algae;NOEC;33;h;no;
16;Algae;NOEC;35;d;no;
32;Algae;NOEC;36;h;no;
4;Algae;NOEC;3.66;mi;no;
15;Algae;NOEC;40;d;no;
5;Algae;NOEC;40;h;no;
3;Algae;NOEC;40;mi;no;
4;Algae;NOEC;4.17;mi;no;
5;Algae;NOEC;42;d;no;
18;Algae;NOEC;42;h;no;
10;Algae;NOEC;43;d;no;
1;Algae;NOEC;44;h;no;
8;Algae;NOEC;45;h;no;
3;Algae;NOEC;45;mi;no;
4;Algae;NOEC;4.67;mi;no;
13;Algae;NOEC;47;d;no;
9;Algae;NOEC;48;d;no;
432;Algae;NOEC;48;h;no;
4;Algae;NOEC;49;d;no;
6;Algae;NOEC;5;mi;no;
3;Algae;NOEC;50;mi;no;
3;Algae;NOEC;54;d;no;
9;Algae;NOEC;540;d;no;
15;Algae;NOEC;56;d;no;
20;Algae;NOEC;57;d;no;
4;Algae;NOEC;57;h;no;
1;Algae;NOEC;5.958333333;d;yes;chronic
127;Algae;NOEC;6;d;yes;chronic
44;Algae;NOEC;6;h;no;
3;Algae;NOEC;60;d;no;
9;Algae;NOEC;60;h;no;
28;Algae;NOEC;60;mi;no;
1;Algae;NOEC;62;d;no;
4;Algae;NOEC;63;d;no;
2;Algae;NOEC;68;h;no;
10;Algae;NOEC;69;d;no;
361;Algae;NOEC;7;d;yes;chronic
1;Algae;NOEC;7;h;no;
1;Algae;NOEC;70;d;no;
9;Algae;NOEC;71;h;no;
534;Algae;NOEC;72;h;yes;chronic
2;Algae;NOEC;76;h;yes;chronic
8;Algae;NOEC;77;d;no;
42;Algae;NOEC;8;d;yes;chronic
2;Algae;NOEC;8;h;no;
29;Algae;NOEC;80;mi;no;
1;Algae;NOEC;84;d;no;
56;Algae;NOEC;9;d;yes;chronic
3;Algae;NOEC;9;h;no;
3;Algae;NOEC;90;d;no;
1;Algae;NOEC;90;mi;no;
2;Algae;NOEC;93;h;yes;chronic
963;Algae;NOEC;96;h;yes;chronic
4;Algae;NOEC;97;h;yes;chronic
85;Algae;NOEC;NR;d;no;
36;Algae;NOEC;NR;h;no;
77;Algae;NOEC;NR;mi;no;
55;Algae;NOEC;NR;mo;no;
1;Algae;NOEC/;10;d;yes;chronic
3;Algae;NOEC/;120;h;yes;chronic
31;Algae;NOEC/;48;h;no;
1;Algae;NOEC/;8;d;yes;chronic
2;Algae;NOEC/;NR;d;no;
19;Algae;NOEL;10;d;yes;chronic
1;Algae;NOEL;105;h;yes;chronic
6;Algae;NOEL;11;d;yes;chronic
1;Algae;NOEL;110;h;yes;chronic
31;Algae;NOEL;12;d;yes;chronic
2;Algae;NOEL;12;h;no;
646;Algae;NOEL;120;h;yes;chronic
2;Algae;NOEL;120;mi;no;
19;Algae;NOEL;13;d;yes;chronic
64;Algae;NOEL;14;d;yes;chronic
5;Algae;NOEL;14;h;no;
4;Algae;NOEL;15;d;no;
1;Algae;NOEL;154;d;no;
4;Algae;NOEL;16;d;no;
5;Algae;NOEL;180;mi;no;
2;Algae;NOEL;19;d;no;
1;Algae;NOEL;20;d;no;
5;Algae;NOEL;20;mi;no;
4;Algae;NOEL;200;d;no;
8;Algae;NOEL;21;d;no;
1;Algae;NOEL;22;d;no;
5;Algae;NOEL;23;d;no;
56;Algae;NOEL;24;h;no;
1;Algae;NOEL;240;mi;no;
2;Algae;NOEL;25;d;no;
1;Algae;NOEL;26;d;no;
26;Algae;NOEL;27;d;no;
10;Algae;NOEL;28;d;no;
8;Algae;NOEL;30;d;no;
13;Algae;NOEL;30;mi;no;
1;Algae;NOEL;300;mi;no;
6;Algae;NOEL;32;d;no;
5;Algae;NOEL;35;d;no;
14;Algae;NOEL;36;h;no;
4;Algae;NOEL;40;d;no;
1;Algae;NOEL;40;h;no;
1;Algae;NOEL;40;mi;no;
10;Algae;NOEL;42;d;no;
1;Algae;NOEL;43;d;no;
17;Algae;NOEL;48;h;no;
5;Algae;NOEL;49;d;no;
1;Algae;NOEL;50;d;no;
3;Algae;NOEL;52;d;no;
1;Algae;NOEL;5.25;d;yes;chronic
1;Algae;NOEL;53;d;no;
32;Algae;NOEL;6;d;yes;chronic
16;Algae;NOEL;6;h;no;
2;Algae;NOEL;60;d;no;
4;Algae;NOEL;60;mi;no;
3;Algae;NOEL;62;h;no;
1;Algae;NOEL;67;d;no;
111;Algae;NOEL;7;d;yes;chronic
3;Algae;NOEL;7;h;no;
1;Algae;NOEL;70;d;no;
124;Algae;NOEL;72;h;yes;chronic
12;Algae;NOEL;8;d;yes;chronic
1;Algae;NOEL;8;h;no;
3;Algae;NOEL;84;d;no;
3;Algae;NOEL;85;d;no;
8;Algae;NOEL;9;d;yes;chronic
5;Algae;NOEL;90;d;no;
1;Algae;NOEL;92;h;yes;chronic
1;Algae;NOEL;93;h;yes;chronic
1;Algae;NOEL;94;h;yes;chronic
379;Algae;NOEL;96;h;yes;chronic
12;Algae;NOEL;NR;d;no;
5;Algae;NOEL;NR;stg;no;
1;Algae;NOEL/;NR;h;no;
1;Algae;NR;1;mi;no;
5;Algae;NR;1;yr;no;
632;Algae;NR;10;d;no;
1;Algae;NR;10;h;no;
6;Algae;NR;10;mi;no;
8;Algae;NR;100;h;no;
8;Algae;NR;100.2;mi;no;
2;Algae;NR;100.8;h;no;
4;Algae;NR;10.2;mi;no;
1;Algae;NR;103;mi;no;
1;Algae;NR;105;d;no;
1;Algae;NR;108;h;no;
22;Algae;NR;11;d;no;
12;Algae;NR;110.4;h;no;
1;Algae;NR;112;d;no;
125;Algae;NR;12;d;no;
7;Algae;NR;12;h;no;
137;Algae;NR;120;h;no;
88;Algae;NR;120;mi;no;
1;Algae;NR;12.5;d;no;
18;Algae;NR;13;d;no;
1;Algae;NR;13.3;h;no;
253;Algae;NR;14;d;no;
1;Algae;NR;14;h;no;
1;Algae;NR;14.58333333;d;no;
34;Algae;NR;146;d;no;
257;Algae;NR;15;d;no;
56;Algae;NR;15;mi;no;
2;Algae;NR;150;d;no;
6;Algae;NR;150;mi;no;
38;Algae;NR;16;d;no;
2;Algae;NR;16;h;no;
1;Algae;NR;161;d;no;
1;Algae;NR;16.8;h;no;
38;Algae;NR;17;d;no;
9;Algae;NR;17;h;no;
58;Algae;NR;18;d;no;
20;Algae;NR;18;h;no;
69;Algae;NR;180;mi;no;
10;Algae;NR;19;d;no;
5;Algae;NR;19.8;mi;no;
1;Algae;NR;2;mi;no;
3;Algae;NR;2;yr;no;
68;Algae;NR;20;d;no;
17;Algae;NR;20;h;no;
2;Algae;NR;20;mi;no;
376;Algae;NR;21;d;no;
3;Algae;NR;21;h;no;
1;Algae;NR;210;mi;no;
6;Algae;NR;22;d;no;
1;Algae;NR;220;d;no;
11;Algae;NR;23;d;no;
2;Algae;NR;23;h;no;
38;Algae;NR;24;d;no;
768;Algae;NR;24;h;no;
8;Algae;NR;240;d;no;
147;Algae;NR;240;mi;no;
2;Algae;NR;24.33333333;h;no;
2;Algae;NR;24.83333333;h;no;
16;Algae;NR;25;d;no;
3;Algae;NR;25;h;no;
1;Algae;NR;26;d;no;
1;Algae;NR;27;d;no;
2;Algae;NR;27;h;no;
2;Algae;NR;270;mi;no;
67;Algae;NR;28;d;no;
10;Algae;NR;28;h;no;
1;Algae;NR;29;d;no;
8;Algae;NR;29;h;no;
1;Algae;NR;298;d;no;
1;Algae;NR;3;mi;no;
65;Algae;NR;30;d;no;
131;Algae;NR;30;mi;no;
24;Algae;NR;300;mi;no;
8;Algae;NR;31;d;no;
5;Algae;NR;32;d;no;
3;Algae;NR;329;d;no;
32;Algae;NR;33;d;no;
1;Algae;NR;34;d;no;
11;Algae;NR;35;d;no;
4;Algae;NR;36;d;no;
25;Algae;NR;36;h;no;
17;Algae;NR;37;h;no;
1;Algae;NR;38;d;no;
1;Algae;NR;39;d;no;
18;Algae;NR;40;d;no;
16;Algae;NR;40;h;no;
14;Algae;NR;42;d;no;
2;Algae;NR;42;h;no;
1;Algae;NR;43;h;no;
1;Algae;NR;44;d;no;
15;Algae;NR;44;h;no;
3;Algae;NR;45;d;no;
1;Algae;NR;45;mi;no;
2;Algae;NR;46;h;no;
1;Algae;NR;48;d;no;
465;Algae;NR;48;h;no;
1;Algae;NR;48;mi;no;
1;Algae;NR;4.8;mi;no;
6;Algae;NR;49;d;no;
23;Algae;NR;5;mi;no;
10;Algae;NR;50;d;no;
1;Algae;NR;507;d;no;
4;Algae;NR;5.208333333;d;no;
2;Algae;NR;5.21;d;no;
1;Algae;NR;54;d;no;
3;Algae;NR;55;d;no;
1;Algae;NR;5.53;h;no;
19;Algae;NR;56;d;no;
5;Algae;NR;58;d;no;
1;Algae;NR;5.85;d;no;
287;Algae;NR;6;d;no;
44;Algae;NR;6;h;no;
3;Algae;NR;6;mi;no;
8;Algae;NR;60;d;no;
3;Algae;NR;60;h;no;
107;Algae;NR;60;mi;no;
1;Algae;NR;6.02;d;no;
3;Algae;NR;6.083333333;d;no;
1;Algae;NR;62;h;no;
2;Algae;NR;63;d;no;
8;Algae;NR;65;h;no;
1;Algae;NR;660;d;no;
1;Algae;NR;6.63;d;no;
1;Algae;NR;6.8;d;no;
2;Algae;NR;6.833333333;d;no;
578;Algae;NR;7;d;no;
1;Algae;NR;7;h;no;
2;Algae;NR;7;mi;no;
6;Algae;NR;70;h;no;
2;Algae;NR;72;d;no;
701;Algae;NR;72;h;no;
34;Algae;NR;72;mi;no;
22;Algae;NR;72.25;h;no;
21;Algae;NR;72.5;h;no;
22;Algae;NR;72.75;h;no;
25;Algae;NR;73;h;no;
5;Algae;NR;76;h;no;
1;Algae;NR;7.916666667;d;no;
9;Algae;NR;79.8;mi;no;
551;Algae;NR;8;d;no;
16;Algae;NR;8;h;no;
1;Algae;NR;80;h;no;
2;Algae;NR;80;mi;no;
1;Algae;NR;84;h;no;
5;Algae;NR;85;d;no;
2;Algae;NR;870;d;no;
62;Algae;NR;9;d;no;
1;Algae;NR;9;mi;no;
10;Algae;NR;90;d;no;
24;Algae;NR;90;mi;no;
2;Algae;NR;91;h;no;
2;Algae;NR;92;h;no;
2;Algae;NR;93;d;no;
1;Algae;NR;94;h;no;
588;Algae;NR;96;h;no;
5;Algae;NR;98.4;h;no;
739;Algae;NR;NR;d;no;
482;Algae;NR;NR;h;no;
19;Algae;NR;NR;lgp;no;
9;Algae;NR;NR;log;no;
87;Algae;NR;NR;mi;no;
13;Algae;NR;NR;mo;no;
799;Algae;NR;NR;NR;no;
2;Algae;NR;NR;yr;no;
156;Algae;NR/;7;d;no;
156;Algae;NR/;72;h;no;
1;Algae;NR/;NR;d;no;
92;Algae;NR-LETH;10;d;no;
2;Algae;NR-LETH;10;mi;no;
20;Algae;NR-LETH;10.2;mi;no;
8;Algae;NR-LETH;12;d;no;
4;Algae;NR-LETH;12;h;no;
4;Algae;NR-LETH;120;h;no;
2;Algae;NR-LETH;120;mi;no;
11;Algae;NR-LETH;14;d;no;
13;Algae;NR-LETH;15;d;no;
5;Algae;NR-LETH;16;d;no;
2;Algae;NR-LETH;18;d;no;
1;Algae;NR-LETH;18;h;no;
1;Algae;NR-LETH;180;mi;no;
5;Algae;NR-LETH;20;d;no;
2;Algae;NR-LETH;20;mi;no;
13;Algae;NR-LETH;21;d;no;
89;Algae;NR-LETH;24;h;no;
2;Algae;NR-LETH;240;mi;no;
6;Algae;NR-LETH;30;d;no;
1;Algae;NR-LETH;32;h;no;
4;Algae;NR-LETH;364;d;no;
1;Algae;NR-LETH;40;h;no;
11;Algae;NR-LETH;45;d;no;
23;Algae;NR-LETH;48;h;no;
128;Algae;NR-LETH;6;d;no;
3;Algae;NR-LETH;6;h;no;
2;Algae;NR-LETH;60;mi;no;
15;Algae;NR-LETH;7;d;no;
25;Algae;NR-LETH;72;h;no;
1;Algae;NR-LETH;728;d;no;
8;Algae;NR-LETH;8;d;no;
1;Algae;NR-LETH;80;mi;no;
1;Algae;NR-LETH;9;d;no;
5;Algae;NR-LETH;96;h;no;
53;Algae;NR-LETH;NR;d;no;
1;Algae;NR-LETH;NR;NR;no;
3;Algae;NR-ZERO;10;d;no;
1;Algae;NR-ZERO;120;h;no;
1;Algae;NR-ZERO;14;d;no;
1;Algae;NR-ZERO;18;d;no;
5;Algae;NR-ZERO;18;h;no;
2;Algae;NR-ZERO;180;mi;no;
5;Algae;NR-ZERO;30;mi;no;
1;Algae;NR-ZERO;60;mi;no;
5;Amphibians;BCF;10;d;no;
12;Amphibians;BCF;24;d;no;
1;Amphibians;BCF;24;h;no;
2;Amphibians;BCF;252;d;no;
24;Amphibians;BCF;28;d;no;
6;Amphibians;BCF;280;d;no;
8;Amphibians;BCF;308;d;no;
1;Amphibians;BCF;60;mi;no;
1;Amphibians;BCF;644;d;no;
14;Amphibians;BCF;7;d;no;
1;Amphibians;BCF;700;d;no;
29;Amphibians;BCF;72;h;no;
1;Amphibians;BCF;728;d;no;
1;Amphibians;BCF;756;d;no;
2;Amphibians;BCF;952;d;no;
31;Amphibians;BCF;96;h;no;
13;Amphibians;BCFD;24;h;no;
2;Amphibians;EC10;101;hpf;no;
3;Amphibians;EC10;14;d;no;
3;Amphibians;EC10;180;mi;no;
2;Amphibians;EC10;21;d;yes;chronic
1;Amphibians;EC10;47;stg;no;
3;Amphibians;EC10;7;d;no;
31;Amphibians;EC10;96;h;no;
1;Amphibians;EC10;NR;stg;no;
18;Amphibians;EC16;96;h;no;
2;Amphibians;EC25;21;d;no;
3;Amphibians;EC50;10;d;no;
2;Amphibians;EC50;101;hpf;no;
6;Amphibians;EC50;112;h;yes;acute
1;Amphibians;EC50;115;h;yes;acute
1;Amphibians;EC50;12;d;no;
16;Amphibians;EC50;120;h;yes;acute
3;Amphibians;EC50;120;hpf;no;
14;Amphibians;EC50;120;mi;no;
1;Amphibians;EC50;14;d;no;
1;Amphibians;EC50;15;mi;no;
5;Amphibians;EC50;16;d;no;
3;Amphibians;EC50;180;mi;no;
2;Amphibians;EC50;21;d;no;
5;Amphibians;EC50;24;h;yes;acute
1;Amphibians;EC50;30;s;no;
12;Amphibians;EC50;46;nf;no;
1;Amphibians;EC50;47;stg;no;
8;Amphibians;EC50;48;h;yes;acute
1;Amphibians;EC50;5.583333333;d;no;
3;Amphibians;EC50;5.833333333;d;no;
1;Amphibians;EC50;6;d;no;
3;Amphibians;EC50;6;h;no;
1;Amphibians;EC50;63;d;no;
9;Amphibians;EC50;7;d;no;
1;Amphibians;EC50;70;d;no;
13;Amphibians;EC50;72;h;yes;acute
13;Amphibians;EC50;8;d;no;
4;Amphibians;EC50;9;d;no;
432;Amphibians;EC50;96;h;yes;acute
1;Amphibians;EC50;NR;nf;no;
1;Amphibians;EC50;NR;stg;no;
1;Amphibians;EC50/;100;d;no;
18;Amphibians;EC50/;24;h;yes;acute
9;Amphibians;EC50/;96;h;yes;acute
4;Amphibians;EC50*;96;h;yes;acute
18;Amphibians;EC84;96;h;no;
2;Amphibians;EC90;101;hpf;no;
2;Amphibians;EC90;96;h;no;
1;Amphibians;EC90;NR;stg;no;
1;Amphibians;EC95;NR;stg;no;
1;Amphibians;ET50;12;d;no;
1;Amphibians;ET50;120;d;no;
1;Amphibians;ET50;13;d;no;
4;Amphibians;ET50;14;d;no;
2;Amphibians;ET50;16;d;no;
1;Amphibians;ET50;17;d;no;
1;Amphibians;ET50;20;d;no;
1;Amphibians;ET50;23;d;no;
1;Amphibians;ET50;38.2;d;no;
1;Amphibians;ET50;42.5;d;no;
1;Amphibians;ET50;48;mi;no;
1;Amphibians;ET50;48.9;d;no;
1;Amphibians;ET50;49;d;no;
1;Amphibians;ET50;8.08;h;no;
1;Amphibians;ET50;8.17;h;no;
4;Amphibians;ET50;NR;d;no;
1;Amphibians;ET50/;NR;mi;no;
3;Amphibians;IC25;12;d;no;
5;Amphibians;IC25;96;h;no;
15;Amphibians;IC50;2;mi;no;
1;Amphibians;IC50;24;h;yes;acute
2;Amphibians;IC50;48;h;yes;acute
6;Amphibians;IC50;5;mi;no;
1;Amphibians;IC50;5;s;no;
8;Amphibians;IC50;7;d;no;
1;Amphibians;IC50;70;d;no;
2;Amphibians;IC50;96;h;yes;acute
1;Amphibians;LC0;24;h;no;
1;Amphibians;LC0;72;h;no;
4;Amphibians;LC01;48;h;no;
1;Amphibians;LC01;7;d;no;
6;Amphibians;LC01;8;d;no;
4;Amphibians;LC01;9;d;no;
12;Amphibians;LC01;96;h;no;
8;Amphibians;LC05;96;h;no;
2;Amphibians;LC10;10;d;no;
2;Amphibians;LC10;101;hpf;no;
1;Amphibians;LC10;120;h;no;
5;Amphibians;LC10;14;d;no;
2;Amphibians;LC10;17;d;yes;chronic
4;Amphibians;LC10;21;d;yes;chronic
6;Amphibians;LC10;24;h;no;
1;Amphibians;LC10;25;go;no;
1;Amphibians;LC10;28;d;yes;chronic
1;Amphibians;LC10;47;stg;no;
4;Amphibians;LC10;48;h;no;
1;Amphibians;LC10;6;d;no;
8;Amphibians;LC10;7;d;no;
1;Amphibians;LC10;72;h;no;
6;Amphibians;LC10;8;d;no;
4;Amphibians;LC10;9;d;no;
92;Amphibians;LC10;96;h;no;
9;Amphibians;LC10;NR;d;no;
1;Amphibians;LC10;NR;stg;no;
1;Amphibians;LC100;105;mi;no;
1;Amphibians;LC100;120;h;no;
1;Amphibians;LC100;135;mi;no;
1;Amphibians;LC100;169.8;mi;no;
8;Amphibians;LC100;24;h;no;
1;Amphibians;LC100;255;mi;no;
3;Amphibians;LC100;48;h;no;
1;Amphibians;LC100;6;d;no;
1;Amphibians;LC100;6.25;h;no;
1;Amphibians;LC100;7;d;no;
1;Amphibians;LC100;72;h;no;
1;Amphibians;LC100;75;mi;no;
1;Amphibians;LC100;9.5;h;no;
3;Amphibians;LC100;96;h;no;
3;Amphibians;LC15;96;h;no;
4;Amphibians;LC16;96;h;no;
17;Amphibians;LC20;8;d;no;
4;Amphibians;LC20;96;h;no;
29;Amphibians;LC50;10;d;no;
1;Amphibians;LC50;100;d;no;
2;Amphibians;LC50;101;hpf;no;
6;Amphibians;LC50;112;h;yes;acute
1;Amphibians;LC50;115;h;yes;acute
1;Amphibians;LC50;12;d;no;
37;Amphibians;LC50;12;h;yes;acute
34;Amphibians;LC50;120;h;yes;acute
1;Amphibians;LC50;120;hpf;no;
1;Amphibians;LC50;120;mi;no;
3;Amphibians;LC50;13;d;no;
25;Amphibians;LC50;14;d;no;
7;Amphibians;LC50;15;d;no;
1;Amphibians;LC50;15;h;yes;acute
25;Amphibians;LC50;16;d;no;
1;Amphibians;LC50;16;h;yes;acute
2;Amphibians;LC50;17;d;no;
2;Amphibians;LC50;180;mi;no;
1;Amphibians;LC50;19;h;yes;acute
1;Amphibians;LC50;19.5;h;yes;acute
9;Amphibians;LC50;20;d;no;
8;Amphibians;LC50;21;d;no;
1;Amphibians;LC50;24;d;no;
294;Amphibians;LC50;24;h;yes;acute
7;Amphibians;LC50;25;go;no;
1;Amphibians;LC50;25.5;h;yes;acute
3;Amphibians;LC50;28;d;no;
1;Amphibians;LC50;28;h;yes;acute
7;Amphibians;LC50;30;d;no;
2;Amphibians;LC50;30;mi;no;
1;Amphibians;LC50;300;mi;no;
1;Amphibians;LC50;34;d;no;
14;Amphibians;LC50;4;dph;no;
1;Amphibians;LC50;4;stg;no;
1;Amphibians;LC50;45;d;no;
12;Amphibians;LC50;46;nf;no;
1;Amphibians;LC50;47;stg;no;
492;Amphibians;LC50;48;h;yes;acute
1;Amphibians;LC50;5.583333333;d;no;
2;Amphibians;LC50;5.833333333;d;no;
6;Amphibians;LC50;6;d;no;
17;Amphibians;LC50;6;h;no;
1;Amphibians;LC50;60;mi;no;
2;Amphibians;LC50;63;d;no;
77;Amphibians;LC50;7;d;no;
1;Amphibians;LC50;70;d;no;
160;Amphibians;LC50;72;h;yes;acute
1;Amphibians;LC50;76;h;yes;acute
14;Amphibians;LC50;8;d;no;
1;Amphibians;LC50;85;d;no;
1;Amphibians;LC50;8.8;h;no;
1;Amphibians;LC50;9;d;no;
1;Amphibians;LC50;90;mi;no;
1002;Amphibians;LC50;96;h;yes;acute
29;Amphibians;LC50;NR;d;no;
15;Amphibians;LC50;NR;h;no;
2;Amphibians;LC50;NR;nf;no;
1;Amphibians;LC50;NR;stg;no;
1;Amphibians;LC50/;180;mi;no;
2;Amphibians;LC50/;24;h;yes;acute
23;Amphibians;LC50/;96;h;yes;acute
10;Amphibians;LC50*;180;mi;no;
306;Amphibians;LC50*;24;h;yes;acute
132;Amphibians;LC50*;48;h;yes;acute
9;Amphibians;LC50*;6;h;no;
29;Amphibians;LC50*;72;h;yes;acute
1;Amphibians;LC50*;8;d;no;
85;Amphibians;LC50*;96;h;yes;acute
2;Amphibians;LC50*/;96;h;yes;acute
4;Amphibians;LC84;96;h;no;
3;Amphibians;LC85;96;h;no;
1;Amphibians;LC90;10;d;no;
2;Amphibians;LC90;101;hpf;no;
2;Amphibians;LC90;120;h;no;
4;Amphibians;LC90;14;d;no;
2;Amphibians;LC90;17;d;no;
4;Amphibians;LC90;21;d;no;
7;Amphibians;LC90;24;h;no;
1;Amphibians;LC90;28;d;no;
3;Amphibians;LC90;48;h;no;
2;Amphibians;LC90;6;d;no;
5;Amphibians;LC90;7;d;no;
1;Amphibians;LC90;72;h;no;
23;Amphibians;LC90;96;h;no;
9;Amphibians;LC90;NR;d;no;
1;Amphibians;LC90;NR;stg;no;
5;Amphibians;LC95;96;h;no;
1;Amphibians;LC95;NR;stg;no;
4;Amphibians;LC99;96;h;no;
3;Amphibians;LD50;14;d;no;
1;Amphibians;LD50;30;d;no;
2;Amphibians;LD50;48;h;yes;acute
1;Amphibians;LD50/;24;h;yes;acute
1;Amphibians;LETC;34;d;no;
1;Amphibians;LETC/;120;h;no;
1;Amphibians;LETC/;180;mi;no;
2;Amphibians;LETC/;24;h;no;
2;Amphibians;LETC/;6;d;no;
1;Amphibians;LETC/;7;d;no;
1;Amphibians;LETC/;72;h;no;
1;Amphibians;LETC/;96;h;no;
1;Amphibians;LETC/;NR;h;no;
1;Amphibians;LOEC;1;mopm;no;
43;Amphibians;LOEC;10;d;no;
1;Amphibians;LOEC;10;dph;no;
1;Amphibians;LOEC;10;h;no;
1;Amphibians;LOEC;10;stg;no;
1;Amphibians;LOEC;100;d;yes;chronic
1;Amphibians;LOEC;100;mi;no;
2;Amphibians;LOEC;101;hpf;no;
3;Amphibians;LOEC;105;d;yes;chronic
2;Amphibians;LOEC;11;d;no;
1;Amphibians;LOEC;110;mi;no;
1;Amphibians;LOEC;113;d;yes;chronic
1;Amphibians;LOEC;119;d;yes;chronic
30;Amphibians;LOEC;12;d;no;
1;Amphibians;LOEC;12;h;no;
4;Amphibians;LOEC;120;d;yes;chronic
2;Amphibians;LOEC;120;dph;no;
32;Amphibians;LOEC;120;h;no;
1;Amphibians;LOEC;120;hpf;no;
5;Amphibians;LOEC;120;mi;no;
10;Amphibians;LOEC;124;d;yes;chronic
6;Amphibians;LOEC;126;d;yes;chronic
1;Amphibians;LOEC;13;d;no;
1;Amphibians;LOEC;13;stg;no;
1;Amphibians;LOEC;130;mi;no;
4;Amphibians;LOEC;133;d;yes;chronic
62;Amphibians;LOEC;14;d;no;
1;Amphibians;LOEC;14;h;no;
2;Amphibians;LOEC;14;stg;no;
1;Amphibians;LOEC;140;d;yes;chronic
1;Amphibians;LOEC;145;d;yes;chronic
6;Amphibians;LOEC;15;d;yes;chronic
3;Amphibians;LOEC;15;mi;no;
2;Amphibians;LOEC;15;stg;no;
2;Amphibians;LOEC;150;d;yes;chronic
2;Amphibians;LOEC;153;d;yes;chronic
2;Amphibians;LOEC;154;dph;no;
16;Amphibians;LOEC;16;d;yes;chronic
2;Amphibians;LOEC;16;stg;no;
1;Amphibians;LOEC;160;mi;no;
3;Amphibians;LOEC;17;stg;no;
2;Amphibians;LOEC;18;d;yes;chronic
6;Amphibians;LOEC;18;stg;no;
3;Amphibians;LOEC;180;mi;no;
2;Amphibians;LOEC;185;d;yes;chronic
2;Amphibians;LOEC;19;d;yes;chronic
2;Amphibians;LOEC;19;stg;no;
1;Amphibians;LOEC;192;d;yes;chronic
1;Amphibians;LOEC;2;wph;no;
1;Amphibians;LOEC;2;yr;no;
12;Amphibians;LOEC;20;d;yes;chronic
2;Amphibians;LOEC;20;dph;no;
2;Amphibians;LOEC;20;stg;no;
2;Amphibians;LOEC;200;d;yes;chronic
30;Amphibians;LOEC;21;d;yes;chronic
2;Amphibians;LOEC;21;stg;no;
1;Amphibians;LOEC;22;h;no;
2;Amphibians;LOEC;22;stg;no;
1;Amphibians;LOEC;23;d;yes;chronic
1;Amphibians;LOEC;23;mi;no;
6;Amphibians;LOEC;24;d;yes;chronic
83;Amphibians;LOEC;24;h;no;
1;Amphibians;LOEC;240;d;yes;chronic
6;Amphibians;LOEC;240;mi;no;
3;Amphibians;LOEC;25;d;yes;chronic
11;Amphibians;LOEC;25;stg;no;
1;Amphibians;LOEC;258;d;yes;chronic
1;Amphibians;LOEC;26;d;yes;chronic
1;Amphibians;LOEC;273;d;yes;chronic
44;Amphibians;LOEC;28;d;yes;chronic
2;Amphibians;LOEC;29;go;no;
2;Amphibians;LOEC;3;stg;no;
16;Amphibians;LOEC;30;d;yes;chronic
1;Amphibians;LOEC;300;d;yes;chronic
1;Amphibians;LOEC;300;mi;no;
7;Amphibians;LOEC;31;d;yes;chronic
